"id","nom","ingredients"
2139472018,Beau Sapin sauvegeon,""
2139472019,Branches de sapin,""
2139472020,Branches de pin,""
2139472021,Tête de sapin,""
2139472022,Bouleau ornemental,""
2139472025,Mousse chocolat blanc -pistache -framboise ,"crème 35%, lait, chocolat blanc, sucre, œufs, pistaches,framboise,farine, eagle brand,gélatine, glucose, poudre à pâte, vanille, sel."
2139472029,Pouding chômeur de « luxe!! »,"farine, sucre, cassonade, lait,beurre, sirop d’érable,fromage religieuse, poudre à pâte, vanille, sel."
2139472030,Tarte sucre croustillante ,"cassonade, lait évaporé, farine, gruau, beurre, gras végétal, vinaigre, sel. "
2139472031,Tarte pacane ,"sirop maïs, cassonade, œufs, pacane, beurre, farine, gras végétal, vinaigre, sel. "
2139472033,Tartinade de saumon fumé (frais),"saumon, fromage à la crème, crème, sel, sucre d'érable, aneth, jus de citron, épices"
2139472034,Sel Viking,"sel de mer fumé, surcre d'érable fumé,poivre fumé, curcuma fumé, ail fumé "
2139472035,Fromage bleu fumé,"lait de vache non pasteurisé (thermisé), sel, pressure culture bactérienne, penicillium roqueforti, fumée naturelle"
2139472036,Rub Boucabane (épices sans sel),"sucre d'érable fum, ail fumé, chipottle fumé, gingembre fumé, paprika fumé, pouvre fumé, curcuma fumé"
2139472037,Rabioles bio DÉCLASSÉES,""
2139472038,Ornements de sapin,""
2139472040,Sel de fleur d'ail bio,"fleur d'ail bio, sel de mer gris naturel"
2139472041,"Mélange de PÂQUES, mouture filtre",café
2139472042,Courge spaghetti bio,""
2139472043,Courge butternut bio,""
2139472044,Choucroute,"chou vert*, sel de mer, génévrier*, carvi*
*ingrédients biologiques"
2139472045,Ketchup maison,"tomates*, oignons*, pommes*, céleri*, sucre de canne*, sel de mer, vinaigre de cidre de pommes*, épices 
*ingrédients biologiques"
2139472047,Betteraves marinées,"betteraves*, vinaigre de cidre de pommes*, sirop d'érable, carvi*, poivre*
*ingrédients biologiques"
2139472048,Salsa  aux tomatillos,"tomatillo*, oignons*, poivrons*, piment fort*, vinaigre de cidre de pommes*, coriandre* et/ou persil*, ail*, sel de mer, épices, tamari* 
*ingrédients biologiques"
2139472049,Panier cadeau,""
2139472050,Fromage à pâte demi-ferme (ideal pour raclette),"lait pasteurisé, chlorure de calcium, lysozyme(oeufs), cultures bactériennes"
2139472051,Thé d'épilobe,""
2139472052,Poulet entier,""
2139472053,Poulet entier bio,""
2139472061,Emballants    ensemble de 3,"tissus 100% coton
cire d'abeilles
produits végétaux"
2139472062,Sac à pain réutilisable,"100% coton naturel
/marque: ""dans le sac"""
2139472063,Sac à baguette réutilisable,"100% coton naturel
/ marque:""dans le sac"""
2139472064,Miroir,"crème 35%, gianduja, citron, mangue, oeufs, lait, sucre, beurre, noisettes, cacao, gélatine."
2139472065,Amandes bio rôties non salées,""
2139472066,Amandes bio rôties et salées,""
2139472067,"A- Baril mini de Café Jamaïcain Blue Mountain, grains",café distinction
2139472068,"A-Baril mini de café Jamaïcain Blue Mountain, filtre",café distinction
2139472069,A-Baril mini seul sans café,emballage réutilisable ou décoratif
2139472070,Couronne,"branches de sapin et de pin,  différents ornements de noël."
2139472071,Raquettes décoratives,""
2139472073,Saucisses de Smoked Meat,"porc ,boeuf, sel, sucre d'érable, ail, poivre, moutarde, thé du labrador, érythorbate de sodium, nitrite de sodium"
2139472074,Lait d'amande nature,amandes européennes crues biologique
2139472075,Lait de cajous nature,cajous crus biologique
2139472076,Brownies aux noix de grenobles,"farine blanche non blanchie bio, chocolat mi-amer (chocolat non sucré, sucre, lécithine de soja, vanille) , cacao bio, beurre, oeufs bio, cassonade, poudre à pâte, essence naturelle et artificielle de vanille, noix de grenoble, sel"
2139472077,Végépâté Patate douce et Amande,amandes levure alimentaire patate douce carotte oignon  tamari bio sans gluten huile pépin de raisin bio ail épices
2139472078,Boules d'énergie au beurre d'arachides (Vegan),"arachides bio, avoine bio, chocolat noir bio, sirop d'érable, noix de coco bio"
2139472079,brownies vegan,"farine bio, cacao cru bio, haricots noirs bio, cassonade, substitut d'oeufs, pommes, amandes, vanille, huile de canola, sucre glace"
2139472080,Brownies aux amandes,"farine blanche non blanchie bio, chocolat mi-amer (chocolat non sucré, sucre, lécithine de soja, vanille) , cacao bio, beurre, oeufs bio, cassonade, poudre à pâte, essence naturelle, amandes, sel"
2139472081,Brownies aux arachides,"farine bio, cassonade, beurre, arachides, lait, sucre, oeufs, cacao, chocolat mi-amer (chocolat non sucré, sucre, lécithine de soja, vanille), poudre à pâte, chocolat blanc (sucre, matières grasses végétales (palmiste), poudre de lait écrémé, huile de soja, arôme naturel de vanille), lactose"
2139472082,Couscous au poulet,"semoule de blé, poulet, oignons, carottes, pois chiches, courgette, courge, raisins secs, patate douce, amandes,  coriandre, tomates, farine de blé, épices, propionate de calcium, sel, huile de canola"
2139472083,Couscous végé,"semoule de blé, oignons, carottes, pois chiches, courgette, courge, raisins secs, patate douce, amandes,  coriandre, tomates, farine de blé, épices, propionate de calcium, sel, huile de canola"
2139472084,Tofu général tao,"tofu bio, poivrons, oignons verts, gingembre, ail, fécule de maïs, cassonade, tamari, ketchup, huile de canola, sauce sriracha "
2139472085,Feuilletés aux épinards ,"farine non blanchie enrichie, substances laitières modifiées, amidon de tapioca, sel, épinards, fromage feta, oeufs entiers liquides, oignons, épices, beurre, eau, sucre, levure, acide ascorbique, enzymes alimentaires"
2139472086,Macaroni sauce bolognaise vegan,"farine de blé dur, tomates*, jus de canne*, huile de canola*, ail*, oignons*, basilic*, épices*, tofu*, jus de citron, chapelure, sésame*, tamari, moutarde, vinaigre   *produits de l'agriculture biologique, "
2139472087,Pizza thaïe,"farine, levure, arachides, ail, miel, sauce sriracha, vinaigre, fromage, champignon, poivron, carottes"
2139472088,Pastillas individuelles,"farine, poulet, amandes, oignons, coriandre, farine de blé, semoule de blé, huile de canola, sucre, épices, babeurre en poudre"
2139472089,Portion de pizza oignons amandes,"farine, levure, tomates, oignons, amandes, oignons rouges, fromage mozzarella, épices, huile de canola, sel"
2139472090,Coquilles crémeuses au fauxmage de cajou,"noix de cajous, semoule de blé dur, sauce tomates (tomates*, jus de canne*, huile de canola*, ail*, oignons*, basilic*, épices*), épices, jus de citron"
2139472091,Smoothie Soleil de Marrakech,"mangue, jus de fruits(orange, pomme, raisin), ananas, amandes, graines de chia, arôme naturelle"
2139472092,Smoothie Rêve d'orient,"fraises, oranges, beurre d'amandes, eau de fleur d'oranger, pommes, raisins"
2139472093,Smoothie Pina Colada,"ananas, lait d'amandes, beurre de cajou coco érable, banane, pêche"
2139472094,Tofu thaïe,"tofu, poivrons, lait de coco, oignons, arachides, coriandre, patate douce, farine de riz, ail, gingembre, tamari, cari vert, lime, "
2139472095,Poulet aux amandes,"riz, poulet, beurre d'amandes, carottes, pommes de terre, poivrons, oignons, patate sucrée, tamari, sauce sriracha, miel, gingembre, vinaigre de riz,huile de tournesol, ail,   "
2139472096,"Makrout aux dattes, pistaches et amandes","semoule de blé, dattes, amandes, pistaches, eau de fleur d'oranger, miel, huile de soja, huile de palme, sucre, colorant naturel, arôme artificielle, antioxydants, sel"
2139472097,Soupe harira végétalienne,"oignon, tomates, céleri, vermicelles de blé,pois chiches, lentilles, coriandre, huile végétale, épices, sel, poivre, fécule de maïs, farine de blé"
2139472098,Boules d'énergie variées (6),"cacao, miel, flocons d'avoine, arachides, amandes, noisettes, cajous, quinoa, chocolat, fruits séchés, sucre, chia, lin, sésame"
2139472099,Amandes rôties salées BIO,"amandes bio, huile de canola non hydrogénée bio, sel bio"
2139472100,Amandes crues d'Europe BIO,amandes
2139472101,Cajous rôtis salés BIO,"cajous bio, huile de canola non hydrogénée bio, sel de mer"
2139472102,Mélange Deluxe non salé BIO,"noix du brésil bio, amandes bio, pacanes bio, noisettes (avelines) bio, cajous bio"
2139472103,Noisettes BIO crues,noisettes bio
2139472104,Noisettes rôties non salées BIO,noisettes
2139472105,Noix de grenoble de la Californie BIO,noix de grenoble bio
2139472106,Noix de grenoble d'Europe BIO,noix de grenoble bio
2139472107,Arachides rôties non salées BIO,arachides bio
2139472108,Cajous crus BIO,cajous
2139472109,Pastillas congelées,"farine, poulet, amandes, oignons, coriandre, farine de blé, semoule de blé, huile de canola, sucre, miel, épices, babeurre en poudre"
2139472110,Boules d'énergie choco arachides,"avoine, noix de coco râpée bio, pépites de chocolat noir bio, arachides bio en dés, sirop d'érable, vanille, épice, sel"
2139472111,Carte de souhait plantable,""
2139472115,Gateau Mousse au chocolat,"crème, chocolat 64%,oeufs,sucre,cacao."
2139472116,Ail bio,""
2139472117,Bobettes pour garçons Respecterre,""
2139472118,Sel à la Japonaise,"sel de mer, tournesol*, sésame*, chanvre*, algue, levure, fleur d'ail, sucre d'érable *ingrédients biologiques"
2139472119,Herbes salées,"céleri*, sel de mer, persil*, poireau*, carotte*, marjolaine*, estragon*, origan* *ingrédients biologiques"
2139472120,Sirop des bois,"miel, sirop d'érable, sapin, thé des bois"
2139472121,Kale,white russian
2139472123,"Lasagne de canard confit, sauce au fromage","canard, pâte à lasagne, fromage, oignon vert, poivron rouge, champignon, crème, poivre, sel, origan."
2139472124,Brochette de canard,"poitrine de canard, oignon rouge, poivron, poivre, sel"
2139472125,Courgettes marinées sucrées,"courgette, poivron, oignon, vinaigre, sucre, curcuma, graines de céleri, graines de moutarde, sel à marinade pour dégorger seulement."
2139472127,Sauce miel et ail,""
2139472128,moutarde a la bière noire 1949 ,"bière noire 1949,vinaigre de cidre,graine de moutarde jaune,graine de moutarde noire ,mélasse,sel"
2139472129,Kimchi ,"chou chinois*, carotte*, radis daïkon*, piment fort*, ail*, gingembre*, curcuma*, *ingrédients biologiques"
2139472130,Thé du nord,"thé d'épilobe, sapin beaumier, thé du labrador, mente, ortie, mélèze"
2139472131,Ail noir,ail 
2139472132,Savon Le Pas de Soucis SANS EMBALLAGE,"huile de macération de calendule/olive oil & calendula officinalis, huile  d’olive bio/olive oil et de coco/coconut oil bio, eau/water, hydroxyde de sodium/sodium hydroxide, karité/shea butter, huile de ricin/castor oil, miel/honey, fleurs de calendule/calendula flowers, vitamine e/vitamin e."
2139472133,Boite repas Saint-Valentin,"foie gras, pain d'épices, choux fleur, chocolat, magret de canard, patate, salade, etc..."
2139472134,"Filet de dinde mariné champignon, balsamique et vin ","sucre, sel de mer, légumes déshydratés (champignon, ail, oignon, ciboulette) vinaigre, vinaigre balsamique, arôme naturel (mélasse, colorant caramel, sulfites) amidon de maïs modifié, cassonade, vinaigre de vin rouge en poudre, épices, vin blanc en poudre, acide acétique."
2139472135,Blanche orange et coriandre,""
2139472136,Ailes de pintade piquante,"pintade, épices"
2139472139,Capicollo fort,"ingrédients: sanglier, sel, épices, sucre, ail en poudre, érythorbate de sodium, nitrite de sodium."
2139472140,Dôme exotique,"crème 35%,purée de mangue, morceaux de mangue, sucre, fraises, purée fruit de la passion, poudre d'amande, sucre glace, noix de coco, oeufs, farine, beurre, cassonade, lait, huile, chocolat blanc, gélatine, glucose, lait eagle brand, poudre à pâte, vanille, sel."
2139472141,Plateau pratique,érable
2139472142,Tablette dégustation à la framboise,"chocolat noir 55%, chocolat lait, chocolat blanc, arôme framboise."
2139472143,Tablette dégustation caramel ,"chocolat noir 55%, chocolat lait, chocolat blanc, chocolat gold au caramel."
2139472144,Oeufs de poules en liberté,""
2139472146,Betteraves chiogga,""
2139472149,Baume peau sèche,"beurre karité, huile noix coco, huile amande douce, cire abeille, vitamine e, miel"
2139472150,Crème de lanoline,"lanoline et cire d'abeilles non raffinées,huile d'olives extra-vierge biologique,aloes verra,eau de fleurs d'oranger,thuya,huiles essentielles d'oranges douce-verveine citronnée-romarin,eau de source, glycérine."
2139472151,LA CHAMANE,"hydrolat de foin d'odeur sauvage de ste-hélène de chester, cedre-sauge-genévrier-tabac sacrée-quart-paolo santo-résine de copal-élixir d'achillée millefeuilles"
2139472152,Plateau de présentation,bois noble
2139472153,Bagel nature (frais),"farine blanche, eau, sucre, huile végétale, sel, levure
"
2139472154,Bagel sésame (frais),"farine blanche, eau, sucre, huile végétale, sel, levure, sésame."
2139472155,Bagel pavot (frais),"farine blanche, eau, sucre, huile végétale, sel, levure, pavot."
2139472156,Bagel fromage (frais),"farine blanche, eau, sucre, huile végétale, sel, levure, fromage tex-mex. "
2139472157,Bagel triple chocolat,"farine blanche, eau, sucre, huile végétale, sel, levure, pastilles de chocolat, pépites de chocolat, cacao, vanille. "
2139472158,bagel bacon oignon gratiné,"farine blanche, eau, sucre, huile végétale, sel, levure, bacon, flocons oignon, poudre oignon, persil, fromage
"
2139472159,bagel citron pavot,"farine blanche, eau, sucre, huile végétale, sel, levure, emulsion citron, pépites de chocolat blanc, pavot, colorant alimentaire"
2139472160,bagel à l'érable,"farine blanche, eau, sucre, huile végétale, sel, levure, émulsion érable, cassonade"
2139472161,bagel multi-grains,"farine de blé, farine blanche, eau, sucre, huile végétale, sel, levure, graines de tournesol, graines de lin, avoine, quinoa, graines de chia, sésame
"
2139472162,Aubergine bio,""
2139472163,Concombre libanais bio,""
2139472164,Tomates cerises rouges bio,""
2139472165,Tomates cerises oranges bio,""
2139472166,Tomates Beef rouges bio,""
2139472167,"Tomates ""Sang de boeuf"" bio",""
2139472168,Carottes de conservation bio,""
2139472169,Ail noir,""
2139472170,Betteraves rouges bio,""
2139472171,Courge butternut bio,""
2139472172,Patates rouges #2,""
2139472173,Patates jaunes #2,""
2139472174,Ail de conservation bio,""
2139472175,Jus de pomme bio,""
2139472176,SALADE DE LÉGUMES CROQUANTS,"brocoli,chou-fleur,courgette verte,poivrons jaune,bacon de porc,graine de tournesol*graine de citrouille *échalote grise,vinaigrette aux pavots(huile de canola,eau,sucre de canne,oignon,vinaigre,farine de moutarde,graine de pavots,gomme de xanthane) "
2139472177,COTELETTES PQT / 2,agneau
2139472178,VIANDE HACHÉ AGNEAU 1/2 LBS,agneau
2139472179,Pain blanc ,"farine non blanchie,eau, 
huile canola,levure,sel de mer"
2139472180,Pain brun,"farine de blé entier, eau, huile de canola,
sel de mer, levure"
2139472181,Pain brun croûte multi-grains,"farine blé entier, eau, huile de canola
sel de mer, levure,
12 grains concassés bio"
2139472182,Pain canneberges et chocolat,"farine non-blanchie ,eau, huile canola,
canneberges séchées , chocolat (lécithine de soja)
sucre non raffiné bio,sel de mer,levure
peut contenir des traces de noix/sésames/ lait"
2139472183,"Galettes abricots, canneberges et graines de tournesol","floçons d'avoine bio, farine non-blanchie,
canneberges, abricots, graines de tournesol bio
huile de canola,sucre non raffinné bio, lait, 
oeufs, sel non traité, soda, poudre à pâte, vanille
"
2139472184,Galette canneberges et chocolat,"flocons d'avoine bio, farine non-blanchie,
chocolat (lécithine de soya)canneberges ,
huile de canola,sucre non raffinné bio, lait, 
oeufs, sel non traité, soda, poudre à pâte, vanille
"
2139472185,Bagel chocolat et canneberges,"farine non-blanchie ,eau, huile canola,
canneberges séchées, chocolat (lécithine de soja)
sucre non raffiné bio,sel de mer,levure
peut contenir des traces de noix/sésames/ lait"
2139472186,Concombre anglais bio,""
2139472187,Gelée Abricot et piment fort,"abricots séchés, vinaigre blanc, jus de citron, sucre, poivrons doux variés, jalapenos, oignons rouges, pectine"
2139472188,Gelée Bleuet et lime,"jus de bleuet, lime, jus de citron, sucre, pectine"
2139472189,Gelée Bleuet et menthe-chocolat,"jus de bleuet, jus de citron, menthe-chocolat, sucre, pectine"
2139472190,Gelée Fraise poivrée et basilic,"jus de fraise, poivre noir, poivre rose, basilic vert, jus de citron, sucre, pectine"
2139472191,Gelée Fraise et cherry-bomb,"jus de fraise, piments forts cherry-bomb, jus de citron, sucre, pectine"
2139472192,Gelée Fraise et rhubarbe,"jus de fraise, jus de rhubarbe, jus de citron, sucre, pectine"
2139472193,Gelée Framboise et jalapeno,"jus de framboise, vinaigre de cidre, jalapenos, poivrons vert, menthe, jus de citron, sucre, pectine"
2139472194,Gelée Fruits des champs,"jus de bleuet, jus de fraise, jus de framboise, jus de citron, sucre, pectine"
2139472195,Gelée Malins piments forts,"jus de pomme, vinaigre de riz, vinaigre blanc, 6 sortes de piments forts, poivrons doux, oignons rouges, sucre, jus de citron, pectine"
2139472196,Gelée Pêche et basilic thai,"jus de pêche, basilic thai, jus de citron, sucre, pectine"
2139472197,Gelée Pomme et framboise,"jus de pomme, jus de framboise, jus de citron, sucre, pectine"
2139472198,Gelée Raisin bleu et rhum brun,"jus raisin bleu, rhum brun havana club, jus de citron, sucre, pectine"
2139472199,Gelée Verveine citronnée,"jus de pomme, verveine citronnée, vinaigre blanc, vin blanc, eau, jus de citron, sucre, pectine"
2139472200,Cassimix,"cassis, alcool, sucre et sulfites"
2139472201,RÔTI DE POITRINE DE DINDON légumes et pomme de terre,"dindon,eau,gras de canard,moutarde de dijon,sauge,thym,sel de mer,poivre.
sauce ;bouillon de cuisson dinde,amidon de maïs modifié,poulet déshydraté,protéine végétal hydrolysé(maïs)maltodextrine,farine de maïs,extraits de glucose,extraits de levure,saveur,gras de poulet,oignon en poudre,épices,gomme de xanthane ."
2139472202,Ail de conservation,""
2139472203,Oignons jaunes biologiques,""
2139472204,Panais biologique,""
2139472205,Rutabaga bio,""
2139472206,Courge délicata bio ,""
2139472207,Courge poivrée bio,""
2139472208,Bavette,boeuf
2139472209,Tablette dégustation pistache,"chocolat noir 55%, chocolat lait, chocolat blanc, pistache, arôme de pistache."
2139472210,Tomates beef jaunes bio,""
2139472211,Émincé de poulet à la crème aux champignons avec légumes et riz,"poitrine de poulet,crème de champignons maison,huile olive et de coco ,crème de soja et de riz ,champignons,jus de citron,thym  frais.sel,poivre,avec riz basmati et légumes frais "
2139472212,Coriandre,avec racine pour la conservation
2139472213,SALADE ORIENTALE ,"épinards,fèves germées,riz basmati,noix de cajous,céleri,raisins secs*,persil,poivrons doux.vinaigrette;huile d'olive extra vierge* ,huile de pépin de raisin,sauce soya*bragg,jus de citron,ail frais*. *bio*"
2139472215,Bagel tomates séchées gratiné,"farine blanche, eau, sucre, huile végétale, sel, levure, parmesan, basilic, sauce tomate, origan, tomates séchées, poudre d'oignon, fromage tex-mex"
2139472216,Brune américaine,""
2139472217,Oeufs frais,poules noires et rouges en liberté.
2139472218,Poitrine de pintade marinée - Thaie,"pintade, épices"
2139472219,Poitrine de pintade marinée - Érable chipotle,"pintade, épices"
2139472220,Poitrine de pintade marinée Souvlaki,"pintade, épices"
2139472221,Poitrine de pintade sans manchon,pintade
2139472222,Sandwich le Koriace,"pain bio
beurre baratté à l'ancienne
fromage
rillettes de porc
laitue boston fraiche de notre potager
sauce spéciale"
2139472223,Sandwich le Végé-Piquant,"pain bio
beurre baratté à l'ancienne
œufs à la coque broyés
laitue boston fraiche de notre potager
fromage
sauce secrète"
2139472224,"Brésil brun, filtre",""
2139472225,Trio de fromages: 2 P'tit Délice + 1 Fleur de Weedon,"lait entier pasteurisé, sel ,présure,culture bactérienne,chlorure de calcium.
"
2139472226,Trio de Fromages: 2 Fleur de Weedon +1 P'tit Délice,"lait entier pasteurisé, sel,présure,culture bactérienne,chlorure de calcium"
2139472227,Fil à tricoter alpaga - Lopi gris,""
2139472228,Baume à lèvre et à joue,"beurre de cacao et de karité bio, macération bio (huile d'olive et fleurs de calendula), cire d'abeille artisanale, vitamine e. "
2139472229,Baume à lèvre - Fraise vanillée,"huile de noix de coco bio, beurre de mangue, macération olive-calendula, cire d'abeille artisanale, vitamine e, saveur naturelle bio et fragrance naturelle bio."
2139472230,Baume à lèvre - Caramel,"huile de noix de coco bio, beurre de mangue, macération bio olive-calendula, cire d'abeille artisanale, vitamine e, saveur naturelle bio."
2139472231,Baume à lèvre - Choco-menthe,"huile de noix de coco bio, beurre de cacao bio, macération olive-calendula, cire d'abeille artisanale, vitamine e, huile essentielle de menthe poivrée bio."
2139472232,Baume à lèvre - Petits fruits,"huile de noix de coco bio, beurre de mangue, macération olive-calendula, cire d'abeille artisanale, vitamine e, saveur naturelle bio."
2139472233,Onguent de plantain,"macération olive bio et plantain, argile grise du québec, cire d'abeille artisanale, vitamine e, huile essentielle de lavande officinale (angustifolia) bio. "
2139472234,Huile à barbe et à cheveux - Forêt boréale,"huiles bio de chanvre, avocat, amande douce et ricin, vitamine e, huiles essentielles bio de sapin baumier et d'épinette blanche. "
2139472235,Huile à barbe et à cheveux - Menthe & Eucalyptus,"huiles bio de chanvre, avocat, amande douce et ricin, vitamine e, huiles essentielles bio d'eucalyptus radié et de menthe poivrée. "
2139472236,Fil à tricoter alpaga - Victoria,""
2139472237,Fil à tricoter alpaga - Rocky,""
2139472238,Fil à tricoter bas - Iseult,""
2139472239,Bain moussant à personnaliser,"decyl glucoside, coco bétaine, eau, slsa, fragance naturelle bio, geogard ect (conservateur)"
2139472240,Liniment oléocalcaire,"eau de chaux, macération bio olive et calendula, beurre de karité, cire d'abeille artisanale, vitamine e. "
2139472241,Fil à tricoter alpaga - Gris bas,""
2139472242,Fil à tricoter alpaga - Gris,""
2139472243,Fil à bas alpaga - brun mixte17,""
2139472244,Fil à tricoter alpaga - Stella,""
2139472245,Toutou poisson en alpaga,""
2139472246,Toutou renard en alpaga,""
2139472247,Toutou lapin en alpaga,""
2139472248,Toutou oiseau en alpaga,""
2139472249,Toutou éléphant en alpaga,""
2139472250,Toutou souris en alpaga,""
2139472254,Savon choco-menthe,"huiles d'olive, de ricin et de noix de coco, beurre de cacao, hydroxyde de sodium, poudre de cacao, oxyde de chrome vert, huile essentielle de menthe poivrée."
2139472255,Savon doux pour bébé,"beurre de karité, huiles d'olive, de ricin et de noix de coco, miel artisanal, avoine colloïdale, hydroxyde de sodium."
2139472256,Savon détachant,"huile de noix de coco bio, hydroxyde de sodium."
2139472257,Savon exfoliant Romarin & menthe,"huiles d'olive, de ricin, de noix de coco et de pépins de raisin, beurre de karité et de mangue, cire d'abeille artisanale, hydroxyde de sodium, huiles essentielles de romarin et de menthe poivrée, graines de pavot. "
2139472258,Savon à vaisselle,"huiles d'olive et de noix de coco, cire d'abeille, hydroxyde de sodium, huile essentielle de citron. "
2139472259,Sel de bain - Agrumes gourmands,"différents sels (mer, mer morte, rose, epsom), bicarbonate de soude, huile d'olive, huiles essentielles de citron et de pamplemousse, fleurs séchées."
2139472260,Sel de bain - Lavande relaxante,"différents sels (mer, mer morte, rose, epsom), bicarbonate de soude, macération olive-lavande, huile essentielle de lavande officinale (angustifolia), fleurs séchées."
2139472261,Sel de bain - Hiver blanc,"différents sels (mer, mer morte, rose, epsom), bicarbonate de soude, macération huile d'olive-épinette blanche, huiles essentielles d'épinette noire et d'eucalyptus radié, aiguilles d'épinette blanche."
2139472262,Chantilly de karité,"beurres de karité bio et de mangue, huiles bio de noix de coco, de chanvre et d'amande douce, macération bio d'huile d'olive-calendula, fécule de maïs, vitamine e. "
2139472263,bifteck de côte de contre-filet boeuf ,boeuf
2139472265,Onguent 2 pour 1 - Maman et bébé,"macération de différentes plantes dans l'huile d'olive bio (calendula et millepertuis), cire d'abeille artisanale, fécule de maïs, huile essentielle de lavande officinale (angustifolia), vitamine e. "
2139472266,Onguent aux 5 plantes,"macération de plantes dans l'huile d'olive bio (calendula, millepertuis, plantain, achillée mille-feuille), cire d'abeille artisanale, huile essentielle de lavande officinale (angustifolia), vitamine e. "
2139472267,Onguent Hiver blanc,"macérations d'huile d'olive bio, de sapin baumier et d'épinette blanche, de cire d'abeille artisanale, huiles essentielles bio d'eucalyptus radié et/ou de sapin baumier et/ ou de ravintsara, vitamine e. "
2139472268,Chair à saucisse PIMENTÉE,"même ingrédients que les saucisses pimentée.
"
2139472270,SPÉCIAL  provisions  pâtés ,"dinde,bouillon de dinde,carottes,céleri,pois vert,lait de soya,champignons,poireaux,oignon,huile olive / coco. bœuf,porc,veau,poivrons doux,chapelure sg,épices sg,chili,tomate,fromage,farine sans gluten ( riz brun,riz blanc, sorgho,fécule de pomme de terre et de tapioca)saindoux,gras de canard,graine de lin,gom xanthane,eau,vinaigre de cidre,sel de mer."
2139472271,Saucisses Porto et Cassis,"veau, porc, cassis, chapelure de blé, sucre, bioxide de silicium, polysorbate, huile de canola."
2139472272,Sac repas de la semaine,"une rillette de canard avec mini baguette, 2 lasagnes de canard individuelle et une tarte aux pommes.
ing: canard, gras de canard, pâte de lasagne, fromage, crème sûre, oignon, sel, poivre, farine, pommes, sucre"
2139472273,Boite de 6 Fromages assorti,lait 100% avec aucune substances laitières modifier
2139472275,Bagel aux framboises,"farine blanche, eau, sucre, huile végétale, sel, levure, framboise, émulsion framboise."
2139472276,Carré aux dattes quinoa et sarrasin ,"farine sans gluten bio( riz brun, quinoa,sarrasin,tapioca,amarante,lin moulu ,gom xanthane et guar, poudre à pâte,)flocons de sarrasin et de quinoa, huile de coco/tournesol , zeste et jus d’orange, cardamome."
2139472277,Oignons rouges bio,""
2139472278,Pilsner Czech,""
2139472279,Bagel aux olives noires et fines herbes,"farine blanche, eau, sucre, huile végétale, sel, levure, olive noire, échalote, fines herbes, persil, origan "
2139472280,Rillette de pintade,"pintade, gras de canard, sel, poivre"
2139472281,GÂTEAU MOUSSE AUX  CHOCOLATS TUXEDO  ,"crème 35%,chocolat noir 64%,chocolat blanc,œufs,sucre."
2139472282,MIJOTÉ DE PORC ananas-érable,"cube de porc,carottes,navets,patate douce, poivrons doux, ananas,céleri,oignon,sirop d'érable,sauce soya,bouillon de légumes, gingembre ,ail."
2139472283,auto antique,"fèves de cacao,beurre de cacao,sucre,lécithine de soya,vanille "
2139472284,cochon,"fèves de cacao,beurre de cacao,sucre,lécithine de soya,vanille "
2139472285,ecureuil pompier,"fèves de cacao,beurre de cacao,sucre,lécithine de soya,vanille "
2139472286,coq peinturé,"fèves de cacao,beurre de cacao,sucre,lécithine de soya,vanille "
2139472287,lapin souriant,"fèves de cacao,beurre de cacao,sucre,lécithine de soya,vanille "
2139472288,lapin longue oreille,"fèves de cacao,beurre de cacao,sucre,lécithine de soya,vanille "
2139472289,tracteur,"fèves de cacao,beurre de cacao,sucre,lécithine de soya,vanille "
2139472290,camion 4 X 4,"fèves de cacao,beurre de cacao,sucre,lécithine de soya,vanille "
2139472291,lapin carotte,"fèves de cacao,beurre de cacao,sucre,lécithine de soya,vanille "
2139472292,girafe,"fèves de cacao,beurre de cacao,sucre,lécithine de soya,vanille "
2139472293,Piment pasilla séché bio,"un piment savoureux et peu piquant, tout-usage en cuisine mexicaine: broyé, réhydraté, entier, frit."
2139472294,Hydrolat de Foin d'Odeur SAUVAGE,foin d'odeur sauvage cueillie brins par brins odeur de vanille et foin coupé
2139472295,savon de parfum Fleurs Noumou ,lait de brebis de la moutonnière-cire d'abeille non raffiné-soude-huile végétal-parfum biologique -huile essentielles et fleurs de rose sauvage et de lavande
2139472296,Huile de PAN Parfum de Forêt,"bourgeons de sapin beaumier
huiles essentielles et fragrances biologiques"
2139472298,Saucisse de dinde Merguez ,"dinde, épices, sel marin, poivre
boyaux de porc "
2139472299,Bagel nature (congelé) ,"farine blanche, eau, sucre, huile végétale, sel, levure, fromage tex-mex. "
2139472300,Bagel sésame (congelé),"farine blanche, eau, sucre, huile végétale, sel, levure, sésame."
2139472301,Bagel pavot (congelé),"farine blanche, eau, sucre, huile végétale, sel, levure, pavot."
2139472302,Bagel fromage (congelé),"farine blanche, eau, sucre, huile végétale, sel, levure, fromage tex-mex. "
2139472303,Bagel aux pépites de chocolat,"farine, eau, sucre, pépites de chocolat, huile végétale, vanille, sel, levure"
2139472304,bavette de wapiti,bavette de wapiti
2139472305,Steak de flanc de wapiti,flanc de wapiti
2139472306,Lingot à l'érable,"sucre, oeufs, farine, beurre, crème 35%, chocolat à l'érable, sirop d'érable, poudre d'amande, glucose, pacanes, amandes, noisettes, nappage abricot, gélatine  "
2139472307,Porcelait,""
2139472309,Patate douce,""
2139472310,Varlope,""
